,time_predict,time_actual,diff
62449,94.58,100,5.42
62450,94.56,94,-0.56
62451,97.49,114,16.51
62452,97.46,102,4.54
62453,94.55,102,7.45
62454,97.4,98,0.6
62455,94.55,76,-18.55
62456,97.35,92,-5.35
62457,94.56,97,2.44
62458,97.29,95,-2.29
62459,94.59,110,15.41
62460,94.64,86,-8.64
62461,94.68,100,5.32
62462,94.69,90,-4.69
62463,97.21,103,5.79
62464,97.2,96,-1.2
62465,94.86,164,69.14
62466,97.19,153,55.81
62467,94.98,148,53.02
62468,97.19,105,7.81
62469,95.07,90,-5.07
62470,97.23,93,-4.23
62471,95.26,127,31.74
62472,95.35,76,-19.35
62473,97.29,97,-0.29
62474,97.33,89,-8.33
62475,95.59,93,-2.59
62476,95.77,93,-2.77
62477,97.6,92,-5.6
62478,97.62,119,21.38
62479,95.92,82,-13.92
62480,97.68,91,-6.68
62481,97.71,105,7.29
62482,95.97,103,7.03
62483,97.77,91,-6.77
62484,96.01,101,4.99
62485,97.84,173,75.16
62486,96.04,102,5.96
62487,97.9,121,23.1
62488,97.93,99,1.07
62489,96.03,95,-1.03
62490,97.98,99,1.02
62491,96.02,101,4.98
62492,98.0,89,-9.0
62493,95.98,84,-11.98
62494,97.99,113,15.01
62495,95.94,97,1.06
62496,97.97,98,0.03
62497,95.83,87,-8.83
62498,97.9,88,-9.9
62499,95.74,99,3.26
62500,97.82,105,7.18
62501,95.64,100,4.36
62502,97.73,116,18.27
62503,95.63,117,21.37
62504,97.63,102,4.37
62505,95.54,95,-0.54
62506,97.58,81,-16.58
62507,95.48,91,-4.48
62508,97.53,96,-1.53
62509,95.43,85,-10.43
62510,97.45,97,-0.45
62511,97.38,101,3.62
62512,95.36,90,-5.36
62513,97.33,82,-15.33
62514,97.28,85,-12.28
62515,95.33,83,-12.33
62516,97.22,103,5.78
62517,95.32,111,15.68
62518,97.14,111,13.86
62519,95.31,114,18.69
62520,97.06,99,1.94
62521,95.32,98,2.68
62522,97.05,109,11.95
62523,95.33,85,-10.33
62524,96.97,101,4.03
62525,96.91,105,8.09
62526,95.35,82,-13.35
62527,96.88,81,-15.88
62528,95.38,87,-8.38
62529,96.76,92,-4.76
62530,95.4,80,-15.4
62531,96.62,86,-10.62
62532,95.43,87,-8.43
62533,96.45,94,-2.45
62534,95.49,101,5.51
62535,96.35,139,42.65
62536,96.29,92,-4.29
62537,96.24,101,4.76
62538,95.54,91,-4.54
62539,96.09,93,-3.09
62540,95.57,89,-6.57
62541,95.94,124,28.06
62542,95.6,89,-6.6
62543,95.63,87,-8.63
62544,95.76,78,-17.76
62545,95.67,87,-8.67
62546,95.63,97,1.37
62547,95.69,93,-2.69
62548,95.58,100,4.42
62549,95.73,85,-10.73
62550,95.4,86,-9.4
62551,95.76,85,-10.76
62552,95.33,99,3.67
62553,95.29,90,-5.29
62554,95.81,103,7.19
62555,95.23,79,-16.23
62556,95.83,85,-10.83
62557,95.13,101,5.87
62558,95.85,95,-0.85
62559,95.86,88,-7.86
62560,95.08,104,8.92
62561,95.87,92,-3.87
62562,95.88,105,9.12
62563,95.01,114,18.99
62564,95.89,105,9.11
62565,94.99,99,4.01
62566,95.89,99,3.11
62567,94.92,91,-3.92
62568,94.9,88,-6.9
62569,95.89,100,4.11
62570,94.88,96,1.12
62571,95.89,98,2.11
62572,94.84,79,-15.84
62573,95.88,86,-9.88
62574,94.8,97,2.2
62575,95.85,85,-10.85
62576,94.77,84,-10.77
62577,95.85,80,-15.85
62578,94.74,93,-1.74
62579,95.82,88,-7.82
62580,94.71,90,-4.71
62581,95.79,106,10.21
62582,95.77,103,7.23
62583,94.67,79,-15.67
62584,95.73,86,-9.73
62585,94.61,102,7.39
62586,95.63,125,29.37
62587,95.27,104,8.73
62588,100.17,101,0.83
62589,95.16,89,-6.16
62590,99.75,95,-4.75
62591,99.66,85,-14.66
62592,95.1,91,-4.1
62593,95.04,90,-5.04
62594,99.34,101,1.66
62595,99.12,93,-6.12
62596,94.8,101,6.2
62597,98.69,93,-5.69
62598,94.61,94,-0.61
62599,98.42,90,-8.42
62600,94.52,94,-0.52
62601,98.26,98,-0.26
62602,98.13,85,-13.13
62603,94.35,94,-0.35
62604,94.28,102,7.72
62605,97.76,89,-8.76
62606,93.96,88,-5.96
62607,97.6,95,-2.6
62608,93.82,82,-11.82
62609,97.43,90,-7.43
62610,97.28,91,-6.28
62611,97.15,82,-15.15
62612,93.29,96,2.71
62613,93.21,92,-1.21
62614,96.94,84,-12.94
62615,96.75,101,4.25
62616,92.73,89,-3.73
62617,96.62,86,-10.62
62618,92.55,104,11.45
62619,96.46,91,-5.46
62620,96.45,105,8.55
62621,96.29,116,19.71
62622,92.2,123,30.8
62623,96.2,92,-4.2
62624,92.0,97,5.0
62625,96.07,107,10.93
62626,91.94,96,4.06
62627,95.98,104,8.02
62628,91.89,91,-0.89
62629,95.87,84,-11.87
62630,95.74,96,0.26
62631,91.84,82,-9.84
62632,95.61,92,-3.61
62633,91.92,104,12.08
62634,95.43,94,-1.43
62635,95.38,104,8.62
62636,92.01,87,-5.01
62637,95.31,83,-12.31
62638,109.01,119,9.99
62639,120.41,106,-14.41
62640,120.44,94,-26.44
62641,120.52,82,-38.52
62642,109.11,123,13.89
62643,109.16,120,10.84
62644,120.66,96,-24.66
62645,109.21,77,-32.21
62646,120.86,144,23.14
62647,109.32,147,37.68
62648,121.0,180,59.0
62649,109.44,114,4.56
62650,121.15,99,-22.15
62651,109.62,94,-15.62
62652,121.33,147,25.67
62653,121.39,110,-11.39
62654,109.73,101,-8.73
62655,121.45,121,-0.45
62656,121.5,83,-38.5
62657,121.56,140,18.44
62658,109.86,130,20.14
62659,121.59,128,6.41
62660,121.75,132,10.25
62661,110.03,143,32.97
62662,121.79,87,-34.79
62663,110.09,111,0.91
62664,121.87,112,-9.87
62665,110.2,133,22.8
62666,121.96,105,-16.96
62667,122.01,160,37.99
62668,110.36,113,2.64
62669,122.1,102,-20.1
62670,122.23,117,-5.23
62671,110.57,91,-19.57
62672,122.37,138,15.63
62673,122.41,120,-2.41
62674,110.72,130,19.28
62675,122.51,81,-41.51
62676,122.65,95,-27.65
62677,111.02,144,32.98
62678,122.73,75,-47.73
62679,111.18,81,-30.18
62680,122.81,78,-44.81
62681,122.85,134,11.15
62682,111.35,135,23.65
62683,111.47,89,-22.47
62684,122.98,132,9.02
62685,123.01,82,-41.01
62686,111.62,110,-1.62
62687,123.12,78,-45.12
62688,123.14,103,-20.14
62689,112.07,138,25.93
62690,112.14,151,38.86
62691,123.36,135,11.64
62692,112.3,131,18.7
62693,123.43,97,-26.43
62694,112.66,129,16.34
62695,123.73,150,26.27
62696,123.92,181,57.08
62697,113.17,188,74.83
62698,123.96,184,60.04
62699,113.41,171,57.59
62700,124.26,114,-10.26
62701,124.32,141,16.68
62702,124.42,86,-38.42
62703,113.72,120,6.28
62704,124.68,232,107.32
62705,124.71,246,121.29
62706,113.8,241,127.2
62707,124.77,173,48.23
62708,124.79,226,101.21
62709,124.81,286,161.19
62710,124.88,101,-23.88
62711,113.91,92,-21.91
62712,124.95,105,-19.95
62713,113.95,100,-13.95
62714,125.01,113,-12.01
62715,125.05,90,-35.05
62716,114.03,129,14.97
62717,114.04,102,-12.04
62718,125.07,155,29.93
62719,125.07,233,107.93
62720,114.13,91,-23.13
62721,124.99,111,-13.99
62722,114.16,99,-15.16
62723,124.86,91,-33.86
62724,114.21,175,60.79
62725,124.73,92,-32.73
62726,114.29,106,-8.29
62727,114.35,90,-24.35
62728,124.3,107,-17.3
62729,124.29,106,-18.29
62730,114.49,138,23.51
62731,124.05,118,-6.05
62732,114.51,164,49.49
62733,123.98,153,29.02
62734,114.56,91,-23.56
62735,114.6,113,-1.6
62736,123.69,115,-8.69
62737,114.63,126,11.37
62738,123.58,124,0.42
62739,123.46,122,-1.46
62740,114.7,113,-1.7
62741,123.35,208,84.65
62742,123.26,115,-8.26
62743,114.79,161,46.21
62744,123.14,139,15.86
62745,123.06,114,-9.06
62746,114.91,129,14.09
62747,122.99,134,11.01
62748,122.95,91,-31.95
62749,115.01,103,-12.01
62750,115.17,98,-17.17
62751,122.83,139,16.17
62752,122.81,87,-35.81
62753,115.32,113,-2.32
62754,122.8,125,2.2
62755,122.79,93,-29.79
62756,115.54,120,4.46
62757,122.81,126,3.19
62758,115.84,104,-11.84
62759,122.83,118,-4.83
62760,116.08,83,-33.08
62761,122.89,145,22.11
62762,116.33,107,-9.33
62763,122.94,189,66.06
62764,122.98,83,-39.98
62765,116.69,127,10.31
62766,123.08,142,18.92
62767,123.15,193,69.85
62768,117.04,207,89.96
62769,123.29,105,-18.29
62770,117.42,190,72.58
62771,123.47,117,-6.47
62772,123.54,98,-25.54
62773,123.6,89,-34.6
62774,118.2,101,-17.2
62775,123.76,97,-26.76
62776,118.58,129,10.42
62777,123.81,126,2.19
62778,123.84,82,-41.84
62779,118.79,80,-38.79
62780,124.15,96,-28.15
62781,124.17,120,-4.17
62782,119.62,118,-1.62
62783,124.27,99,-25.27
62784,119.91,110,-9.91
62785,124.35,146,21.65
62786,120.16,100,-20.16
62787,124.53,132,7.47
62788,120.44,136,15.56
62789,124.67,86,-38.67
62790,120.8,132,11.2
62791,121.01,105,-16.01
62792,124.85,101,-23.85
62793,124.91,104,-20.91
62794,121.51,166,44.49
62795,124.96,170,45.04
62796,121.79,100,-21.79
62797,121.86,116,-5.86
62798,125.09,128,2.91
62799,122.15,106,-16.15
62800,125.19,100,-25.19
62801,125.25,133,7.75
62802,122.45,122,-0.45
62803,125.33,130,4.67
62804,123.05,120,-3.05
62805,123.08,128,4.92
62806,125.47,129,3.53
62807,125.48,101,-24.48
62808,123.43,133,9.57
62809,125.61,98,-27.61
62810,123.8,235,111.2
62811,124.04,94,-30.04
62812,124.34,130,5.66
62813,125.79,141,15.21
62814,125.81,90,-35.81
62815,124.77,91,-33.77
62816,125.84,94,-31.84
62817,125.86,126,0.14
62818,125.87,96,-29.87
62819,125.38,117,-8.38
62820,125.91,118,-7.91
62821,125.81,96,-29.81
62822,125.93,253,127.07
62823,126.31,115,-11.31
62824,126.46,122,-4.46
62825,125.91,108,-17.91
62826,126.66,90,-36.66
62827,125.9,135,9.1
62828,127.04,142,14.96
62829,127.08,132,4.92
62830,125.84,91,-34.84
62831,125.8,160,34.2
62832,125.79,171,45.21
62833,115.96,111,-4.96
62834,114.89,143,28.11
62835,115.84,126,10.16
62836,114.8,118,3.2
62837,114.67,127,12.33
62838,115.62,99,-16.62
62839,114.52,178,63.48
62840,114.51,170,55.49
62841,115.59,303,187.41
62842,115.56,125,9.44
62843,114.44,173,58.56
62844,114.3,103,-11.3
62845,115.46,163,47.54
62846,115.45,205,89.55
62847,114.1,106,-8.1
62848,113.81,116,2.19
62849,113.53,117,3.47
62850,115.12,138,22.88
62851,113.11,111,-2.11
62852,114.99,146,31.01
62853,112.97,152,39.03
62854,114.96,130,15.04
62855,112.79,167,54.21
62856,114.91,113,-1.91
62857,114.84,104,-10.84
62858,112.26,92,-20.26
62859,114.8,91,-23.8
62860,112.03,109,-3.03
62861,111.98,451,339.02
62862,114.74,437,322.26
62863,114.71,139,24.29
62864,111.56,151,39.44
62865,111.28,158,46.72
62866,111.07,83,-28.07
62867,114.65,91,-23.65
62868,110.89,105,-5.89
62869,110.78,100,-10.78
62870,114.61,90,-24.61
62871,114.61,116,1.39
62872,110.21,124,13.79
62873,114.59,116,1.41
62874,114.58,105,-9.58
62875,114.58,97,-17.58
62876,109.96,125,15.04
62877,109.83,100,-9.83
62878,114.58,103,-11.58
62879,109.52,112,2.48
62880,114.58,153,38.42
62881,109.18,97,-12.18
62882,114.59,133,18.41
62883,109.08,125,15.92
62884,114.61,127,12.39
62885,108.8,98,-10.8
62886,108.58,118,9.42
62887,114.66,103,-11.66
62888,58.61,59,0.39
62889,64.87,63,-1.87
62890,64.9,72,7.1
62891,64.96,48,-16.96
62892,58.72,64,5.28
62893,58.78,61,2.22
62894,65.07,51,-14.07
62895,58.82,47,-11.82
62896,65.24,67,1.76
62897,58.94,73,14.06
62898,64.14,58,-6.14
62899,65.35,65,-0.35
62900,64.1,80,15.9
62901,59.05,64,4.95
62902,65.45,59,-6.45
62903,63.99,56,-7.99
62904,59.21,54,-5.21
62905,63.92,60,-3.92
62906,65.59,62,-3.59
62907,65.62,63,-2.62
62908,59.3,57,-2.3
62909,63.84,81,17.16
62910,65.68,178,112.32
62911,65.7,73,7.3
62912,63.76,54,-9.76
62913,65.75,67,1.25
62914,65.77,67,1.23
62915,63.7,66,2.3
62916,63.65,64,0.35
62917,65.88,68,2.12
62918,59.52,91,31.48
62919,65.91,57,-8.91
62920,59.56,50,-9.56
62921,65.97,74,8.03
62922,63.53,76,12.47
62923,59.64,61,1.36
62924,66.03,53,-13.03
62925,66.08,76,9.92
62926,63.4,71,7.6
62927,59.74,65,5.26
62928,66.13,91,24.87
62929,63.33,60,-3.33
62930,66.23,63,-3.23
62931,59.87,58,-1.87
62932,63.18,56,-7.18
62933,66.33,64,-2.33
62934,66.35,62,-4.35
62935,63.11,89,25.89
62936,59.97,72,12.03
62937,66.42,56,-10.42
62938,63.03,69,5.97
62939,66.53,54,-12.53
62940,60.18,59,-1.18
62941,62.88,80,17.12
62942,66.59,46,-20.59
62943,60.28,55,-5.28
62944,62.78,94,31.22
62945,66.64,84,17.36
62946,62.73,55,-7.73
62947,66.68,60,-6.68
62948,60.43,66,5.57
62949,62.65,65,2.35
62950,60.52,43,-17.52
62951,66.79,61,-5.79
62952,66.8,58,-8.8
62953,62.55,75,12.45
62954,60.63,84,23.37
62955,66.87,48,-18.87
62956,66.89,73,6.11
62957,62.38,101,38.62
62958,61.04,95,33.96
62959,62.31,111,48.69
62960,61.1,89,27.9
62961,67.05,57,-10.05
62962,61.24,66,4.76
62963,67.09,60,-7.09
62964,62.18,65,2.82
62965,61.59,59,-2.59
62966,62.11,55,-7.11
62967,62.09,60,-2.09
62968,67.31,66,-1.31
62969,62.05,73,10.95
62970,62.02,54,-8.02
62971,67.45,69,1.55
62972,62.12,75,12.88
62973,67.48,73,5.52
62974,62.01,59,-3.01
62975,62.36,98,35.64
62976,67.67,47,-20.67
62977,67.73,75,7.27
62978,67.78,61,-6.78
62979,62.06,56,-6.06
62980,62.66,67,4.34
62981,67.97,81,13.03
62982,68.0,75,7.0
62983,62.77,214,151.23
62984,68.02,226,157.98
62985,62.21,249,186.79
62986,68.04,262,193.96
62987,68.05,268,199.95
62988,68.06,228,159.94
62989,62.84,209,146.16
62990,62.33,167,104.67
62991,68.09,141,72.91
62992,62.87,104,41.13
62993,62.44,81,18.56
62994,68.09,86,17.91
62995,68.06,58,-10.06
62996,62.93,66,3.07
62997,62.64,97,34.36
62998,62.93,61,-1.93
62999,67.93,92,24.07
63000,62.79,141,78.21
63001,67.9,132,64.1
63002,62.93,47,-15.93
63003,67.68,59,-8.68
63004,62.93,53,-9.93
63005,62.98,52,-10.98
63006,67.35,56,-11.35
63007,63.02,70,6.98
63008,62.91,67,4.09
63009,67.08,61,-6.08
63010,63.03,74,10.97
63011,62.87,58,-4.87
63012,63.03,70,6.97
63013,62.85,58,-4.85
63014,66.31,76,9.69
63015,66.28,123,56.72
63016,62.96,61,-1.96
63017,62.94,64,1.06
63018,62.81,73,10.19
63019,65.89,116,50.11
63020,62.81,105,42.19
63021,65.79,88,22.21
63022,62.87,106,43.13
63023,62.82,52,-10.82
63024,62.83,61,-1.83
63025,65.41,61,-4.41
63026,62.77,63,0.23
63027,62.84,59,-3.84
63028,65.26,56,-9.26
63029,62.69,59,-3.69
63030,65.12,64,-1.12
63031,62.89,81,18.11
63032,62.62,58,-4.62
63033,64.95,82,17.05
63034,64.86,65,0.14
63035,62.99,85,22.01
63036,62.49,58,-4.49
63037,64.68,79,14.32
63038,62.46,55,-7.46
63039,64.63,61,-3.63
63040,63.15,64,0.85
63041,64.53,59,-5.53
63042,64.5,54,-10.5
63043,62.37,80,17.63
63044,63.29,62,-1.29
63045,62.29,50,-12.29
63046,63.47,53,-10.47
63047,64.3,76,11.7
63048,64.28,52,-12.28
63049,63.65,52,-11.65
63050,62.2,60,-2.2
63051,64.23,83,18.77
63052,64.2,53,-11.2
63053,63.89,56,-7.89
63054,62.16,52,-10.16
63055,64.16,58,-6.16
63056,64.19,94,29.81
63057,64.16,66,1.84
63058,62.15,56,-6.15
63059,64.4,48,-16.4
63060,64.16,66,1.84
63061,64.64,61,-3.64
63062,62.18,59,-3.18
63063,64.17,68,3.83
63064,64.18,60,-4.18
63065,65.09,65,-0.09
63066,64.23,129,64.77
63067,62.24,134,71.76
63068,62.26,51,-11.26
63069,64.27,102,37.73
63070,65.3,115,49.7
63071,64.35,67,2.65
63072,62.33,119,56.67
63073,65.61,145,79.39
63074,62.39,59,-3.39
63075,64.46,60,-4.46
63076,64.5,59,-5.5
63077,62.47,57,-5.47
63078,64.55,77,12.45
63079,66.2,78,11.8
63080,62.53,58,-4.53
63081,64.66,55,-9.66
63082,66.5,70,3.5
63083,64.7,60,-4.7
63084,64.72,53,-11.72
63085,66.64,73,6.36
63086,62.62,51,-11.62
63087,62.75,63,0.25
63088,64.99,60,-4.99
63089,65.01,90,24.99
63090,67.33,68,0.67
63091,62.84,46,-16.84
63092,65.08,68,2.92
63093,67.55,56,-11.55
63094,65.16,58,-7.16
63095,67.74,66,-1.74
63096,62.98,64,1.02
63097,65.33,59,-6.33
63098,67.98,64,-3.98
63099,63.06,54,-9.06
63100,65.47,49,-16.47
63101,68.26,67,-1.26
63102,63.15,51,-12.15
63103,68.42,52,-16.42
63104,65.65,65,-0.65
63105,65.73,58,-7.73
63106,63.31,57,-6.31
63107,68.83,68,-0.83
63108,65.8,64,-1.8
63109,63.38,53,-10.38
63110,69.03,61,-8.03
63111,69.09,77,7.91
63112,65.93,62,-3.93
63113,63.47,61,-2.47
63114,69.32,66,-3.32
63115,66.04,79,12.96
63116,66.15,58,-8.15
63117,69.66,57,-12.66
63118,63.75,46,-17.75
63119,66.32,81,14.68
63120,63.78,92,28.22
63121,70.08,68,-2.08
63122,70.11,102,31.89
63123,66.42,82,15.58
63124,66.45,56,-10.45
63125,63.93,65,1.07
63126,70.4,73,2.6
63127,66.66,59,-7.66
63128,64.12,79,14.88
63129,70.75,91,20.25
63130,70.89,54,-16.89
63131,64.32,47,-17.32
63132,71.17,73,1.83
63133,66.99,61,-5.99
63134,67.02,58,-9.02
63135,71.53,59,-12.53
63136,64.54,71,6.46
63137,67.08,63,-4.08
63138,67.18,55,-12.18
63139,67.21,52,-15.21
63140,64.8,55,-9.8
63141,72.1,63,-9.1
63142,64.91,46,-18.91
63143,67.36,57,-10.36
63144,72.49,55,-17.49
63145,65.12,58,-7.12
63146,65.34,51,-14.34
63147,67.55,76,8.45
63148,65.47,52,-13.47
63149,73.14,93,19.86
63150,67.64,69,1.36
63151,73.32,54,-19.32
63152,65.65,50,-15.65
63153,67.68,65,-2.68
63154,73.75,66,-7.75
63155,73.78,90,16.22
63156,67.78,89,21.22
63157,65.96,69,3.04
63158,65.98,86,20.02
63159,66.11,69,2.89
63160,67.84,88,20.16
63161,67.84,61,-6.84
63162,58.07,58,-0.07
63163,62.09,69,6.91
63164,58.19,58,-0.19
63165,58.28,56,-2.28
63166,62.07,60,-2.07
63167,61.9,57,-4.9
63168,62.0,54,-8.0
63169,58.42,52,-6.42
63170,61.88,55,-6.88
63171,58.61,57,-1.61
63172,61.64,64,2.36
63173,61.75,76,14.25
63174,58.84,92,33.16
63175,61.59,115,53.41
63176,61.58,115,53.42
63177,61.7,108,46.3
63178,59.04,57,-2.04
63179,61.57,50,-11.57
63180,61.47,62,0.53
63181,61.46,84,22.54
63182,59.14,102,42.86
63183,61.44,56,-5.44
63184,61.41,73,11.59
63185,59.41,58,-1.41
63186,59.51,57,-2.51
63187,61.2,63,1.8
63188,59.72,50,-9.72
63189,60.97,58,-2.97
63190,61.24,65,3.76
63191,59.91,65,5.09
63192,60.59,56,-4.59
63193,60.11,104,43.89
63194,61.18,55,-6.18
63195,60.45,87,26.55
63196,61.17,95,33.83
63197,60.24,184,123.76
63198,60.22,50,-10.22
63199,61.15,105,43.85
63200,60.4,110,49.6
63201,60.52,49,-11.52
63202,61.12,54,-7.12
63203,59.84,61,1.16
63204,61.11,67,5.89
63205,60.68,100,39.32
63206,59.45,56,-3.45
63207,59.39,50,-9.39
63208,60.91,58,-2.91
63209,61.08,71,9.92
63210,60.94,87,26.06
63211,61.07,58,-3.07
63212,59.15,90,30.85
63213,61.12,54,-7.12
63214,58.95,58,-0.95
63215,58.81,55,-3.81
63216,61.04,94,32.96
63217,58.66,63,4.34
63218,58.57,53,-5.57
63219,61.38,58,-3.38
63220,61.01,55,-6.01
63221,61.0,51,-10.0
63222,61.49,62,0.51
63223,58.12,70,11.88
63224,60.97,75,14.03
63225,61.63,55,-6.63
63226,60.96,72,11.04
63227,60.96,69,8.04
63228,57.93,57,-0.93
63229,57.86,55,-2.86
63230,61.77,54,-7.77
63231,60.91,65,4.09
63232,57.64,61,3.36
63233,61.89,41,-20.89
63234,60.87,57,-3.87
63235,57.42,57,-0.42
63236,60.84,51,-9.84
63237,57.35,66,8.65
63238,62.07,67,4.93
63239,60.8,54,-6.8
63240,57.19,55,-2.19
63241,57.06,55,-2.06
63242,62.29,64,1.71
63243,60.69,60,-0.69
63244,62.38,64,1.62
63245,98.72,95,-3.72
63246,102.61,92,-10.61
63247,102.64,92,-10.64
63248,102.7,74,-28.7
63249,99.03,100,0.97
63250,99.19,109,9.81
63251,102.83,83,-19.83
63252,99.3,73,-26.3
63253,98.31,79,-19.31
63254,103.03,112,8.97
63255,99.68,125,25.32
63256,98.33,82,-16.33
63257,103.17,108,4.83
63258,98.34,110,11.66
63259,100.03,91,-9.03
63260,103.29,108,4.71
63261,98.36,109,10.64
63262,98.37,96,-2.37
63263,103.48,128,24.52
63264,103.53,105,1.47
63265,100.78,85,-15.78
63266,98.38,121,22.62
63267,103.62,112,8.38
63268,103.63,125,21.37
63269,98.38,94,-4.38
63270,103.71,83,-20.71
63271,101.1,98,-3.1
63272,103.73,120,16.27
63273,98.37,112,13.63
63274,98.36,89,-9.36
63275,103.89,103,-0.89
63276,101.45,123,21.55
63277,103.92,99,-4.92
63278,101.56,76,-25.56
63279,104.0,93,-11.0
63280,98.32,102,3.68
63281,101.77,100,-1.77
63282,104.08,88,-16.08
63283,104.14,127,22.86
63284,98.26,107,8.74
63285,102.05,88,-14.05
63286,104.22,106,1.78
63287,98.22,104,5.78
63288,104.34,85,-19.34
63289,102.37,77,-25.37
63290,98.12,78,-20.12
63291,104.46,122,17.54
63292,104.49,83,-21.49
63293,98.06,90,-8.06
63294,102.59,93,-9.59
63295,104.57,99,-5.57
63296,97.98,112,14.02
63297,104.7,84,-20.7
63298,102.96,92,-10.96
63299,97.83,88,-9.83
63300,104.77,74,-30.77
63301,103.13,87,-16.13
63302,97.74,90,-7.74
63303,104.85,96,-8.85
63304,97.69,119,21.31
63305,104.89,124,19.11
63306,103.33,103,-0.33
63307,97.61,115,17.39
63308,103.43,75,-28.43
63309,105.02,115,9.98
63310,105.04,117,11.96
63311,97.49,114,16.51
63312,103.57,117,13.43
63313,105.13,69,-36.13
63314,105.15,94,-11.15
63315,97.3,139,41.7
63316,103.99,103,-0.99
63317,97.22,120,22.78
63318,104.05,118,13.95
63319,105.36,122,16.64
63320,104.17,169,64.83
63321,105.41,90,-15.41
63322,97.09,101,3.91
63323,104.49,103,-1.49
63324,97.0,85,-12.0
63325,96.99,106,9.01
63326,105.67,127,21.33
63327,96.93,104,7.07
63328,96.91,99,2.09
63329,105.82,127,21.18
63330,104.93,144,39.07
63331,105.85,150,44.15
63332,96.87,84,-12.87
63333,105.11,145,39.89
63334,106.05,122,15.95
63335,106.12,109,2.88
63336,106.17,78,-28.17
63337,96.88,82,-14.88
63338,105.27,107,1.73
63339,106.37,148,41.63
63340,106.42,99,-7.42
63341,105.27,111,5.73
63342,106.45,115,8.55
63343,97.01,115,17.99
63344,106.47,122,15.53
63345,106.48,412,305.52
63346,106.48,418,311.52
63347,105.22,434,328.78
63348,97.08,444,346.92
63349,106.49,448,341.51
63350,105.18,458,352.82
63351,97.14,388,290.86
63352,106.49,397,290.51
63353,106.45,81,-25.45
63354,104.99,113,8.01
63355,97.3,145,47.7
63356,104.94,120,15.06
63357,106.27,141,34.73
63358,97.42,169,71.58
63359,106.23,168,61.77
63360,104.53,88,-16.53
63361,105.98,92,-13.98
63362,104.41,86,-18.41
63363,97.53,94,-3.53
63364,105.64,75,-30.64
63365,97.54,86,-11.54
63366,104.14,106,1.86
63367,105.36,92,-13.36
63368,97.52,98,0.48
63369,103.85,109,5.15
63370,97.48,107,9.52
63371,103.68,100,-3.68
63372,104.55,109,4.45
63373,104.52,149,44.48
63374,97.34,141,43.66
63375,97.31,133,35.69
63376,103.32,122,18.68
63377,104.12,127,22.88
63378,103.29,133,29.71
63379,104.03,143,38.97
63380,97.19,167,69.81
63381,103.24,129,25.76
63382,103.17,124,20.83
63383,103.67,113,9.33
63384,103.14,130,26.86
63385,103.52,87,-16.52
63386,96.95,92,-4.95
63387,103.36,108,4.64
63388,103.1,127,23.9
63389,96.85,102,5.15
63390,103.16,164,60.84
63391,103.06,123,19.94
63392,103.07,181,77.93
63393,96.67,91,-5.67
63394,102.85,108,5.15
63395,96.64,119,22.36
63396,102.8,99,-3.8
63397,103.07,115,11.93
63398,102.66,113,10.34
63399,102.63,89,-13.63
63400,96.48,99,2.52
63401,103.1,103,-0.1
63402,96.35,103,6.65
63403,103.14,118,14.86
63404,102.33,109,6.67
63405,102.3,91,-11.3
63406,103.18,86,-17.18
63407,96.16,100,3.84
63408,102.21,117,14.79
63409,102.15,82,-20.15
63410,103.26,98,-5.26
63411,96.02,70,-26.02
63412,102.01,107,4.99
63413,103.36,126,22.64
63414,101.99,118,16.01
63415,95.89,88,-7.89
63416,103.43,75,-28.43
63417,101.9,110,8.1
63418,103.52,90,-13.52
63419,95.76,95,-0.76
63420,101.86,111,9.14
63421,101.85,112,10.15
63422,103.69,90,-13.69
63423,101.8,98,-3.8
63424,95.62,128,32.38
63425,95.61,85,-10.61
63426,101.79,131,29.21
63427,103.78,122,18.22
63428,101.77,100,-1.77
63429,95.52,116,20.48
63430,103.91,113,9.09
63431,95.48,91,-4.48
63432,101.76,100,-1.76
63433,101.76,88,-13.76
63434,95.41,81,-14.41
63435,101.77,124,22.23
63436,104.15,131,26.85
63437,95.37,99,3.63
63438,101.78,83,-18.78
63439,104.28,109,4.72
63440,101.79,108,6.21
63441,101.79,90,-11.79
63442,104.34,94,-10.34
63443,95.31,78,-17.31
63444,95.23,82,-13.23
63445,101.85,91,-10.85
63446,101.85,109,7.15
63447,104.65,113,8.35
63448,95.19,105,9.81
63449,101.87,111,9.13
63450,104.76,89,-15.76
63451,101.89,96,-5.89
63452,104.85,89,-15.85
63453,95.12,114,18.88
63454,101.94,107,5.06
63455,104.96,121,16.04
63456,95.08,97,1.92
63457,101.98,71,-30.98
63458,105.11,83,-22.11
63459,95.05,79,-16.05
63460,105.18,95,-10.18
63461,102.04,105,2.96
63462,102.07,103,0.93
63463,94.99,120,25.01
63464,105.4,127,21.6
63465,102.1,97,-5.1
63466,94.97,69,-25.97
63467,105.49,93,-12.49
63468,105.53,115,9.47
63469,102.15,106,3.85
63470,94.94,98,3.06
63471,105.66,106,0.34
63472,102.19,106,3.81
63473,102.24,110,7.76
63474,105.86,90,-15.86
63475,94.88,62,-32.88
63476,102.32,89,-13.32
63477,94.87,116,21.13
63478,106.07,108,1.93
63479,106.09,123,16.91
63480,102.36,111,8.64
63481,102.37,103,0.63
63482,94.85,101,6.15
63483,106.25,123,16.75
